"Strain","PlateWell","Mean","SD","n","Amoxicillin","Chlorothalonil","Diflufenican","Glyphosate","Imidacloprid","Metaldehyde","Oxytetracycline","Tebuconazole","Complexity","Strain_nice"
"100","2C2",46.7717291688762,1.12784563728048,4,0,1,1,0,0,0,0,1,3,"IL 100"
"100","2C2",46.7717291688762,1.12784563728048,4,0,1,1,0,0,0,0,1,3,"IL 100"
"100","2C3",42.84114933513,1.05121738701235,4,0,1,0,0,1,0,1,0,3,"IL 100"
"100","2C3",42.84114933513,1.05121738701235,4,0,1,0,0,1,0,1,0,3,"IL 100"
"100","2C3",42.84114933513,1.05121738701235,4,0,1,0,0,1,0,1,0,3,"IL 100"
"100","2C3",42.84114933513,1.05121738701235,4,0,1,0,0,1,0,1,0,3,"IL 100"
"100","2C4",47.6308006993509,0.796195018836385,4,0,0,1,1,0,1,0,0,3,"IL 100"
"100","2C4",47.6308006993509,0.796195018836385,4,0,0,1,1,0,1,0,0,3,"IL 100"
"100","2C4",47.6308006993509,0.796195018836385,4,0,0,1,1,0,1,0,0,3,"IL 100"
"100","2C4",47.6308006993509,0.796195018836385,4,0,0,1,1,0,1,0,0,3,"IL 100"
"100","2C5",44.7847785258514,1.5464957882112,4,0,0,1,0,0,1,1,0,3,"IL 100"
"100","2C5",44.7847785258514,1.5464957882112,4,0,0,1,0,0,1,1,0,3,"IL 100"
"100","2C5",44.7847785258514,1.5464957882112,4,0,0,1,0,0,1,1,0,3,"IL 100"
"100","2C5",44.7847785258514,1.5464957882112,4,0,0,1,0,0,1,1,0,3,"IL 100"
"100","2C6",45.2663848602193,1.90981652634,4,0,0,0,1,0,1,1,0,3,"IL 100"
"100","2C6",45.2663848602193,1.90981652634,4,0,0,0,1,0,1,1,0,3,"IL 100"
"100","2C6",45.2663848602193,1.90981652634,4,0,0,0,1,0,1,1,0,3,"IL 100"
"100","2C6",45.2663848602193,1.90981652634,4,0,0,0,1,0,1,1,0,3,"IL 100"
"100","2C7",43.1761714375865,1.3424101259723,4,0,0,0,0,0,1,1,1,3,"IL 100"
"100","2C7",43.1761714375865,1.3424101259723,4,0,0,0,0,0,1,1,1,3,"IL 100"
"100","2C7",43.1761714375865,1.3424101259723,4,0,0,0,0,0,1,1,1,3,"IL 100"
"100","2C7",43.1761714375865,1.3424101259723,4,0,0,0,0,0,1,1,1,3,"IL 100"
"100","2C8",45.821740049908,1.92482443634783,4,1,1,0,1,1,0,0,0,4,"IL 100"
"100","2C8",45.821740049908,1.92482443634783,4,1,1,0,1,1,0,0,0,4,"IL 100"
"100","2C8",45.821740049908,1.92482443634783,4,1,1,0,1,1,0,0,0,4,"IL 100"
"100","2C8",45.821740049908,1.92482443634783,4,1,1,0,1,1,0,0,0,4,"IL 100"
"100","2C9",47.3770711831651,0.387425851570975,2,1,1,0,0,1,0,0,1,4,"IL 100"
"100","2C9",47.3770711831651,0.387425851570975,2,1,1,0,0,1,0,0,1,4,"IL 100"
"100","2D10",47.5302182442498,0.0745555014904141,2,1,0,1,1,0,0,0,1,4,"IL 100"
"100","2D10",47.5302182442498,0.0745555014904141,2,1,0,1,1,0,0,0,1,4,"IL 100"
"100","2D11",44.9854967445407,1.61483289586872,2,1,0,1,0,0,0,1,1,4,"IL 100"
"100","2D11",44.9854967445407,1.61483289586872,2,1,0,1,0,0,0,1,1,4,"IL 100"
"100","2D2",46.4795182664954,1.0281391004197,4,0,1,0,1,1,0,0,0,3,"IL 100"
"100","2D2",46.4795182664954,1.0281391004197,4,0,1,0,1,1,0,0,0,3,"IL 100"
"100","2D2",46.4795182664954,1.0281391004197,4,0,1,0,1,1,0,0,0,3,"IL 100"
"100","2D2",46.4795182664954,1.0281391004197,4,0,1,0,1,1,0,0,0,3,"IL 100"
"100","2D3",47.7349869817933,0.00707348618702319,2,0,1,0,0,1,0,0,1,3,"IL 100"
"100","2D3",47.7349869817933,0.00707348618702319,2,0,1,0,0,1,0,0,1,3,"IL 100"
"100","2D4",44.4715639724251,1.54657775092986,4,0,0,1,1,0,0,1,0,3,"IL 100"
"100","2D4",44.4715639724251,1.54657775092986,4,0,0,1,1,0,0,1,0,3,"IL 100"
"100","2D4",44.4715639724251,1.54657775092986,4,0,0,1,1,0,0,1,0,3,"IL 100"
"100","2D4",44.4715639724251,1.54657775092986,4,0,0,1,1,0,0,1,0,3,"IL 100"
"100","2D5",46.5187559001881,1.77667615966438,3,0,0,1,0,0,1,0,1,3,"IL 100"
"100","2D5",46.5187559001881,1.77667615966438,3,0,0,1,0,0,1,0,1,3,"IL 100"
"100","2D5",46.5187559001881,1.77667615966438,3,0,0,1,0,0,1,0,1,3,"IL 100"
"100","2D6",46.919470165165,1.43813514594527,3,0,0,0,1,0,1,0,1,3,"IL 100"
"100","2D6",46.919470165165,1.43813514594527,3,0,0,0,1,0,1,0,1,3,"IL 100"
"100","2D6",46.919470165165,1.43813514594527,3,0,0,0,1,0,1,0,1,3,"IL 100"
"100","2D7",48.2890991098609,1.40783099524097,4,1,1,1,1,0,0,0,0,4,"IL 100"
"100","2D7",48.2890991098609,1.40783099524097,4,1,1,1,1,0,0,0,0,4,"IL 100"
"100","2D7",48.2890991098609,1.40783099524097,4,1,1,1,1,0,0,0,0,4,"IL 100"
"100","2D7",48.2890991098609,1.40783099524097,4,1,1,1,1,0,0,0,0,4,"IL 100"
"100","2D8",47.8787453504938,0.609364438544657,4,1,1,0,1,0,1,0,0,4,"IL 100"
"100","2D8",47.8787453504938,0.609364438544657,4,1,1,0,1,0,1,0,0,4,"IL 100"
"100","2D8",47.8787453504938,0.609364438544657,4,1,1,0,1,0,1,0,0,4,"IL 100"
"100","2D8",47.8787453504938,0.609364438544657,4,1,1,0,1,0,1,0,0,4,"IL 100"
"100","2D9",45.6943407939285,1.79148929497403,4,1,1,0,0,0,1,1,0,4,"IL 100"
"100","2D9",45.6943407939285,1.79148929497403,4,1,1,0,0,0,1,1,0,4,"IL 100"
"100","2D9",45.6943407939285,1.79148929497403,4,1,1,0,0,0,1,1,0,4,"IL 100"
"100","2D9",45.6943407939285,1.79148929497403,4,1,1,0,0,0,1,1,0,4,"IL 100"
"100","2E10",46.2577650017231,1.59709114809789,3,1,0,1,0,1,1,0,0,4,"IL 100"
"100","2E10",46.2577650017231,1.59709114809789,3,1,0,1,0,1,1,0,0,4,"IL 100"
"100","2E10",46.2577650017231,1.59709114809789,3,1,0,1,0,1,1,0,0,4,"IL 100"
"100","2E11",46.9524806542553,1.55892650867086,3,1,0,0,1,1,1,0,0,4,"IL 100"
"100","2E11",46.9524806542553,1.55892650867086,3,1,0,0,1,1,1,0,0,4,"IL 100"
"100","2E11",46.9524806542553,1.55892650867086,3,1,0,0,1,1,1,0,0,4,"IL 100"
"100","2E2",48.6335918652995,1.23746172287086,4,0,1,0,1,0,1,0,0,3,"IL 100"
"100","2E2",48.6335918652995,1.23746172287086,4,0,1,0,1,0,1,0,0,3,"IL 100"
"100","2E2",48.6335918652995,1.23746172287086,4,0,1,0,1,0,1,0,0,3,"IL 100"
"100","2E2",48.6335918652995,1.23746172287086,4,0,1,0,1,0,1,0,0,3,"IL 100"
"100","2E3",45.6762426049151,1.47504870163743,4,0,1,0,0,0,1,1,0,3,"IL 100"
"100","2E3",45.6762426049151,1.47504870163743,4,0,1,0,0,0,1,1,0,3,"IL 100"
"100","2E3",45.6762426049151,1.47504870163743,4,0,1,0,0,0,1,1,0,3,"IL 100"
"100","2E3",45.6762426049151,1.47504870163743,4,0,1,0,0,0,1,1,0,3,"IL 100"
"100","2E4",46.3898151053248,1.68914100220622,4,0,0,1,1,0,0,0,1,3,"IL 100"
"100","2E4",46.3898151053248,1.68914100220622,4,0,0,1,1,0,0,0,1,3,"IL 100"
"100","2E4",46.3898151053248,1.68914100220622,4,0,0,1,1,0,0,0,1,3,"IL 100"
"100","2E4",46.3898151053248,1.68914100220622,4,0,0,1,1,0,0,0,1,3,"IL 100"
"100","2E5",43.0870659266611,1.39408318526591,4,0,0,1,0,0,0,1,1,3,"IL 100"
"100","2E5",43.0870659266611,1.39408318526591,4,0,0,1,0,0,0,1,1,3,"IL 100"
"100","2E5",43.0870659266611,1.39408318526591,4,0,0,1,0,0,0,1,1,3,"IL 100"
"100","2E5",43.0870659266611,1.39408318526591,4,0,0,1,0,0,0,1,1,3,"IL 100"
"100","2E6",43.5844840964061,1.2585332934882,4,0,0,0,1,0,0,1,1,3,"IL 100"
"100","2E6",43.5844840964061,1.2585332934882,4,0,0,0,1,0,0,1,1,3,"IL 100"
"100","2E6",43.5844840964061,1.2585332934882,4,0,0,0,1,0,0,1,1,3,"IL 100"
"100","2E6",43.5844840964061,1.2585332934882,4,0,0,0,1,0,0,1,1,3,"IL 100"
"100","2E7",46.7250925779809,1.30474047425123,4,1,1,1,0,1,0,0,0,4,"IL 100"
"100","2E7",46.7250925779809,1.30474047425123,4,1,1,1,0,1,0,0,0,4,"IL 100"
"100","2E7",46.7250925779809,1.30474047425123,4,1,1,1,0,1,0,0,0,4,"IL 100"
"100","2E7",46.7250925779809,1.30474047425123,4,1,1,1,0,1,0,0,0,4,"IL 100"
"100","2E8",45.5580744025493,1.45564449696216,4,1,1,0,1,0,0,1,0,4,"IL 100"
"100","2E8",45.5580744025493,1.45564449696216,4,1,1,0,1,0,0,1,0,4,"IL 100"
"100","2E8",45.5580744025493,1.45564449696216,4,1,1,0,1,0,0,1,0,4,"IL 100"
"100","2E8",45.5580744025493,1.45564449696216,4,1,1,0,1,0,0,1,0,4,"IL 100"
"100","2E9",46.6124108749896,1.71038786678719,4,1,1,0,0,0,1,0,1,4,"IL 100"
"100","2E9",46.6124108749896,1.71038786678719,4,1,1,0,0,0,1,0,1,4,"IL 100"
"100","2E9",46.6124108749896,1.71038786678719,4,1,1,0,0,0,1,0,1,4,"IL 100"
"100","2E9",46.6124108749896,1.71038786678719,4,1,1,0,0,0,1,0,1,4,"IL 100"
"100","2F10",44.1142303263496,0.810657527058648,4,1,0,1,0,1,0,1,0,4,"IL 100"
"100","2F10",44.1142303263496,0.810657527058648,4,1,0,1,0,1,0,1,0,4,"IL 100"
"100","2F10",44.1142303263496,0.810657527058648,4,1,0,1,0,1,0,1,0,4,"IL 100"
"100","2F10",44.1142303263496,0.810657527058648,4,1,0,1,0,1,0,1,0,4,"IL 100"
"100","2F11",44.4356608442077,0.937470637959291,4,1,0,0,1,1,0,1,0,4,"IL 100"
"100","2F11",44.4356608442077,0.937470637959291,4,1,0,0,1,1,0,1,0,4,"IL 100"
"100","2F11",44.4356608442077,0.937470637959291,4,1,0,0,1,1,0,1,0,4,"IL 100"
"100","2F11",44.4356608442077,0.937470637959291,4,1,0,0,1,1,0,1,0,4,"IL 100"
"100","2F2",45.5159493981503,1.5761002629092,4,0,1,0,1,0,0,1,0,3,"IL 100"
"100","2F2",45.5159493981503,1.5761002629092,4,0,1,0,1,0,0,1,0,3,"IL 100"
"100","2F2",45.5159493981503,1.5761002629092,4,0,1,0,1,0,0,1,0,3,"IL 100"
"100","2F2",45.5159493981503,1.5761002629092,4,0,1,0,1,0,0,1,0,3,"IL 100"
"100","2F3",46.3977839622956,1.94881737519552,3,0,1,0,0,0,1,0,1,3,"IL 100"
"100","2F3",46.3977839622956,1.94881737519552,3,0,1,0,0,0,1,0,1,3,"IL 100"
"100","2F3",46.3977839622956,1.94881737519552,3,0,1,0,0,0,1,0,1,3,"IL 100"
"100","2F4",46.2365415228205,1.22662626486227,4,0,0,1,0,1,1,0,0,3,"IL 100"
"100","2F4",46.2365415228205,1.22662626486227,4,0,0,1,0,1,1,0,0,3,"IL 100"
"100","2F4",46.2365415228205,1.22662626486227,4,0,0,1,0,1,1,0,0,3,"IL 100"
"100","2F4",46.2365415228205,1.22662626486227,4,0,0,1,0,1,1,0,0,3,"IL 100"
"100","2F5",46.2087605300752,1.23163901349318,4,0,0,0,1,1,1,0,0,3,"IL 100"
"100","2F5",46.2087605300752,1.23163901349318,4,0,0,0,1,1,1,0,0,3,"IL 100"
"100","2F5",46.2087605300752,1.23163901349318,4,0,0,0,1,1,1,0,0,3,"IL 100"
"100","2F5",46.2087605300752,1.23163901349318,4,0,0,0,1,1,1,0,0,3,"IL 100"
"100","2F6",43.1218102952317,1.13417900115915,4,0,0,0,0,1,1,1,0,3,"IL 100"
"100","2F6",43.1218102952317,1.13417900115915,4,0,0,0,0,1,1,1,0,3,"IL 100"
"100","2F6",43.1218102952317,1.13417900115915,4,0,0,0,0,1,1,1,0,3,"IL 100"
"100","2F6",43.1218102952317,1.13417900115915,4,0,0,0,0,1,1,1,0,3,"IL 100"
"100","2F7",47.99554613062,1.19356210874263,4,1,1,1,0,0,1,0,0,4,"IL 100"
"100","2F7",47.99554613062,1.19356210874263,4,1,1,1,0,0,1,0,0,4,"IL 100"
"100","2F7",47.99554613062,1.19356210874263,4,1,1,1,0,0,1,0,0,4,"IL 100"
"100","2F7",47.99554613062,1.19356210874263,4,1,1,1,0,0,1,0,0,4,"IL 100"
"100","2F8",48.0137824062497,0.475294665416831,2,1,1,0,1,0,0,0,1,4,"IL 100"
"100","2F8",48.0137824062497,0.475294665416831,2,1,1,0,1,0,0,0,1,4,"IL 100"
"100","2F9",43.8496884960558,1.73466775704314,4,1,1,0,0,0,0,1,1,4,"IL 100"
"100","2F9",43.8496884960558,1.73466775704314,4,1,1,0,0,0,0,1,1,4,"IL 100"
"100","2F9",43.8496884960558,1.73466775704314,4,1,1,0,0,0,0,1,1,4,"IL 100"
"100","2F9",43.8496884960558,1.73466775704314,4,1,1,0,0,0,0,1,1,4,"IL 100"
"100","2G10",48.7346793360253,0.0693743174915396,2,1,0,1,0,1,0,0,1,4,"IL 100"
"100","2G10",48.7346793360253,0.0693743174915396,2,1,0,1,0,1,0,0,1,4,"IL 100"
"100","2G11",48.92307747894,0.692608794806633,2,1,0,0,1,1,0,0,1,4,"IL 100"
"100","2G11",48.92307747894,0.692608794806633,2,1,0,0,1,1,0,0,1,4,"IL 100"
"100","2G2",47.8294767628433,2.02048654751651,3,0,1,0,1,0,0,0,1,3,"IL 100"
"100","2G2",47.8294767628433,2.02048654751651,3,0,1,0,1,0,0,0,1,3,"IL 100"
"100","2G2",47.8294767628433,2.02048654751651,3,0,1,0,1,0,0,0,1,3,"IL 100"
"100","2G3",44.8129079613211,1.29376698921443,4,0,1,0,0,0,0,1,1,3,"IL 100"
"100","2G3",44.8129079613211,1.29376698921443,4,0,1,0,0,0,0,1,1,3,"IL 100"
"100","2G3",44.8129079613211,1.29376698921443,4,0,1,0,0,0,0,1,1,3,"IL 100"
"100","2G3",44.8129079613211,1.29376698921443,4,0,1,0,0,0,0,1,1,3,"IL 100"
"100","2G4",44.565063476259,1.09848353028765,4,0,0,1,0,1,0,1,0,3,"IL 100"
"100","2G4",44.565063476259,1.09848353028765,4,0,0,1,0,1,0,1,0,3,"IL 100"
"100","2G4",44.565063476259,1.09848353028765,4,0,0,1,0,1,0,1,0,3,"IL 100"
"100","2G4",44.565063476259,1.09848353028765,4,0,0,1,0,1,0,1,0,3,"IL 100"
"100","2G5",44.266276700373,1.12241965388174,4,0,0,0,1,1,0,1,0,3,"IL 100"
"100","2G5",44.266276700373,1.12241965388174,4,0,0,0,1,1,0,1,0,3,"IL 100"
"100","2G5",44.266276700373,1.12241965388174,4,0,0,0,1,1,0,1,0,3,"IL 100"
"100","2G5",44.266276700373,1.12241965388174,4,0,0,0,1,1,0,1,0,3,"IL 100"
"100","2G6",47.0522647361337,3.20437344643249,3,0,0,0,0,1,1,0,1,3,"IL 100"
"100","2G6",47.0522647361337,3.20437344643249,3,0,0,0,0,1,1,0,1,3,"IL 100"
"100","2G6",47.0522647361337,3.20437344643249,3,0,0,0,0,1,1,0,1,3,"IL 100"
"100","2G7",46.0845652158004,1.47998739888726,4,1,1,1,0,0,0,1,0,4,"IL 100"
"100","2G7",46.0845652158004,1.47998739888726,4,1,1,1,0,0,0,1,0,4,"IL 100"
"100","2G7",46.0845652158004,1.47998739888726,4,1,1,1,0,0,0,1,0,4,"IL 100"
"100","2G7",46.0845652158004,1.47998739888726,4,1,1,1,0,0,0,1,0,4,"IL 100"
"100","2G8",46.3190086656906,2.10976456518091,4,1,1,0,0,1,1,0,0,4,"IL 100"
"100","2G8",46.3190086656906,2.10976456518091,4,1,1,0,0,1,1,0,0,4,"IL 100"
"100","2G8",46.3190086656906,2.10976456518091,4,1,1,0,0,1,1,0,0,4,"IL 100"
"100","2G8",46.3190086656906,2.10976456518091,4,1,1,0,0,1,1,0,0,4,"IL 100"
"100","2G9",46.9055455156763,1.91056764799866,4,1,0,1,1,1,0,0,0,4,"IL 100"
"100","2G9",46.9055455156763,1.91056764799866,4,1,0,1,1,1,0,0,0,4,"IL 100"
"100","2G9",46.9055455156763,1.91056764799866,4,1,0,1,1,1,0,0,0,4,"IL 100"
"100","2G9",46.9055455156763,1.91056764799866,4,1,0,1,1,1,0,0,0,4,"IL 100"
"100","3B10",48.2762693103251,0.684695328122393,2,1,1,1,0,1,0,0,1,5,"IL 100"
"100","3B10",48.2762693103251,0.684695328122393,2,1,1,1,0,1,0,0,1,5,"IL 100"
"100","3B11",48.494739333571,0.418006738017381,2,1,1,0,1,1,0,0,1,5,"IL 100"
"100","3B11",48.494739333571,0.418006738017381,2,1,1,0,1,1,0,0,1,5,"IL 100"
"100","3B2",45.5668395239518,1.63466951371543,4,1,0,0,1,0,1,1,0,4,"IL 100"
"100","3B2",45.5668395239518,1.63466951371543,4,1,0,0,1,0,1,1,0,4,"IL 100"
"100","3B2",45.5668395239518,1.63466951371543,4,1,0,0,1,0,1,1,0,4,"IL 100"
"100","3B2",45.5668395239518,1.63466951371543,4,1,0,0,1,0,1,1,0,4,"IL 100"
"100","3B3",45.2698867041693,0.473905518948541,3,1,0,0,0,0,1,1,1,4,"IL 100"
"100","3B3",45.2698867041693,0.473905518948541,3,1,0,0,0,0,1,1,1,4,"IL 100"
"100","3B3",45.2698867041693,0.473905518948541,3,1,0,0,0,0,1,1,1,4,"IL 100"
"100","3B4",44.4008668394425,0.588868894729992,4,0,1,1,0,1,0,1,0,4,"IL 100"
"100","3B4",44.4008668394425,0.588868894729992,4,0,1,1,0,1,0,1,0,4,"IL 100"
"100","3B4",44.4008668394425,0.588868894729992,4,0,1,1,0,1,0,1,0,4,"IL 100"
"100","3B4",44.4008668394425,0.588868894729992,4,0,1,1,0,1,0,1,0,4,"IL 100"
"100","3B5",43.8933410709549,0.862451682568865,4,0,1,0,1,1,0,1,0,4,"IL 100"
"100","3B5",43.8933410709549,0.862451682568865,4,0,1,0,1,1,0,1,0,4,"IL 100"
"100","3B5",43.8933410709549,0.862451682568865,4,0,1,0,1,1,0,1,0,4,"IL 100"
"100","3B5",43.8933410709549,0.862451682568865,4,0,1,0,1,1,0,1,0,4,"IL 100"
"100","3B6",47.8087890254557,0.952339151307328,3,0,1,0,0,1,1,0,1,4,"IL 100"
"100","3B6",47.8087890254557,0.952339151307328,3,0,1,0,0,1,1,0,1,4,"IL 100"
"100","3B6",47.8087890254557,0.952339151307328,3,0,1,0,0,1,1,0,1,4,"IL 100"
"100","3B7",44.9699462088428,1.54381562791435,4,0,0,1,1,0,1,1,0,4,"IL 100"
"100","3B7",44.9699462088428,1.54381562791435,4,0,0,1,1,0,1,1,0,4,"IL 100"
"100","3B7",44.9699462088428,1.54381562791435,4,0,0,1,1,0,1,1,0,4,"IL 100"
"100","3B7",44.9699462088428,1.54381562791435,4,0,0,1,1,0,1,1,0,4,"IL 100"
"100","3B8",44.1766975283193,1.5523553936431,4,0,0,1,0,0,1,1,1,4,"IL 100"
"100","3B8",44.1766975283193,1.5523553936431,4,0,0,1,0,0,1,1,1,4,"IL 100"
"100","3B8",44.1766975283193,1.5523553936431,4,0,0,1,0,0,1,1,1,4,"IL 100"
"100","3B8",44.1766975283193,1.5523553936431,4,0,0,1,0,0,1,1,1,4,"IL 100"
"100","3B9",47.897122947273,0.730712813534117,3,1,1,1,1,1,0,0,0,5,"IL 100"
"100","3B9",47.897122947273,0.730712813534117,3,1,1,1,1,1,0,0,0,5,"IL 100"
"100","3B9",47.897122947273,0.730712813534117,3,1,1,1,1,1,0,0,0,5,"IL 100"
"100","3C10",45.6004585159035,1.3663590895699,4,1,1,1,0,0,1,1,0,5,"IL 100"
"100","3C10",45.6004585159035,1.3663590895699,4,1,1,1,0,0,1,1,0,5,"IL 100"
"100","3C10",45.6004585159035,1.3663590895699,4,1,1,1,0,0,1,1,0,5,"IL 100"
"100","3C10",45.6004585159035,1.3663590895699,4,1,1,1,0,0,1,1,0,5,"IL 100"
"100","3C11",46.2373559976901,1.48994294527562,4,1,1,0,1,0,1,1,0,5,"IL 100"
"100","3C11",46.2373559976901,1.48994294527562,4,1,1,0,1,0,1,1,0,5,"IL 100"
"100","3C11",46.2373559976901,1.48994294527562,4,1,1,0,1,0,1,1,0,5,"IL 100"
"100","3C11",46.2373559976901,1.48994294527562,4,1,1,0,1,0,1,1,0,5,"IL 100"
"100","3C2",47.5322016674929,0.995723566798074,3,1,0,0,1,0,1,0,1,4,"IL 100"
"100","3C2",47.5322016674929,0.995723566798074,3,1,0,0,1,0,1,0,1,4,"IL 100"
"100","3C2",47.5322016674929,0.995723566798074,3,1,0,0,1,0,1,0,1,4,"IL 100"
"100","3C3",46.8054136821846,0.640650217682751,3,0,1,1,1,1,0,0,0,4,"IL 100"
"100","3C3",46.8054136821846,0.640650217682751,3,0,1,1,1,1,0,0,0,4,"IL 100"
"100","3C3",46.8054136821846,0.640650217682751,3,0,1,1,1,1,0,0,0,4,"IL 100"
"100","3C4",46.8483774238416,1.23056250998933,3,0,1,1,0,1,0,0,1,4,"IL 100"
"100","3C4",46.8483774238416,1.23056250998933,3,0,1,1,0,1,0,0,1,4,"IL 100"
"100","3C4",46.8483774238416,1.23056250998933,3,0,1,1,0,1,0,0,1,4,"IL 100"
"100","3C5",47.1224730154027,1.22085990746883,3,0,1,0,1,1,0,0,1,4,"IL 100"
"100","3C5",47.1224730154027,1.22085990746883,3,0,1,0,1,1,0,0,1,4,"IL 100"
"100","3C5",47.1224730154027,1.22085990746883,3,0,1,0,1,1,0,0,1,4,"IL 100"
"100","3C6",43.9217191221384,0.39576498597015,4,0,1,0,0,1,0,1,1,4,"IL 100"
"100","3C6",43.9217191221384,0.39576498597015,4,0,1,0,0,1,0,1,1,4,"IL 100"
"100","3C6",43.9217191221384,0.39576498597015,4,0,1,0,0,1,0,1,1,4,"IL 100"
"100","3C6",43.9217191221384,0.39576498597015,4,0,1,0,0,1,0,1,1,4,"IL 100"
"100","3C7",46.8125008734379,1.18719781354819,3,0,0,1,1,0,1,0,1,4,"IL 100"
"100","3C7",46.8125008734379,1.18719781354819,3,0,0,1,1,0,1,0,1,4,"IL 100"
"100","3C7",46.8125008734379,1.18719781354819,3,0,0,1,1,0,1,0,1,4,"IL 100"
"100","3C8",43.8655394340839,0.53800798500066,3,0,0,0,1,1,1,1,0,4,"IL 100"
"100","3C8",43.8655394340839,0.53800798500066,3,0,0,0,1,1,1,1,0,4,"IL 100"
"100","3C8",43.8655394340839,0.53800798500066,3,0,0,0,1,1,1,1,0,4,"IL 100"
"100","3C9",47.7243133391113,1.36858931179207,3,1,1,1,1,0,1,0,0,5,"IL 100"
"100","3C9",47.7243133391113,1.36858931179207,3,1,1,1,1,0,1,0,0,5,"IL 100"
"100","3C9",47.7243133391113,1.36858931179207,3,1,1,1,1,0,1,0,0,5,"IL 100"
"100","3D10",48.319823205831,1.29864199293409,2,1,1,1,0,0,1,0,1,5,"IL 100"
"100","3D10",48.319823205831,1.29864199293409,2,1,1,1,0,0,1,0,1,5,"IL 100"
"100","3D11",48.11918487733,1.64500453061073,3,1,1,0,1,0,1,0,1,5,"IL 100"
"100","3D11",48.11918487733,1.64500453061073,3,1,1,0,1,0,1,0,1,5,"IL 100"
"100","3D11",48.11918487733,1.64500453061073,3,1,1,0,1,0,1,0,1,5,"IL 100"
"100","3D2",44.8064029070071,1.04596589030003,4,1,0,0,1,0,0,1,1,4,"IL 100"
"100","3D2",44.8064029070071,1.04596589030003,4,1,0,0,1,0,0,1,1,4,"IL 100"
"100","3D2",44.8064029070071,1.04596589030003,4,1,0,0,1,0,0,1,1,4,"IL 100"
"100","3D2",44.8064029070071,1.04596589030003,4,1,0,0,1,0,0,1,1,4,"IL 100"
"100","3D3",47.873602652202,0.903323582868099,4,0,1,1,1,0,1,0,0,4,"IL 100"
"100","3D3",47.873602652202,0.903323582868099,4,0,1,1,1,0,1,0,0,4,"IL 100"
"100","3D3",47.873602652202,0.903323582868099,4,0,1,1,1,0,1,0,0,4,"IL 100"
"100","3D3",47.873602652202,0.903323582868099,4,0,1,1,1,0,1,0,0,4,"IL 100"
"100","3D4",45.2207287717835,1.47253749096602,4,0,1,1,0,0,1,1,0,4,"IL 100"
"100","3D4",45.2207287717835,1.47253749096602,4,0,1,1,0,0,1,1,0,4,"IL 100"
"100","3D4",45.2207287717835,1.47253749096602,4,0,1,1,0,0,1,1,0,4,"IL 100"
"100","3D4",45.2207287717835,1.47253749096602,4,0,1,1,0,0,1,1,0,4,"IL 100"
"100","3D5",45.4324285094282,1.30033874196274,4,0,1,0,1,0,1,1,0,4,"IL 100"
"100","3D5",45.4324285094282,1.30033874196274,4,0,1,0,1,0,1,1,0,4,"IL 100"
"100","3D5",45.4324285094282,1.30033874196274,4,0,1,0,1,0,1,1,0,4,"IL 100"
"100","3D5",45.4324285094282,1.30033874196274,4,0,1,0,1,0,1,1,0,4,"IL 100"
"100","3D6",44.528900352002,1.68421420373146,3,0,1,0,0,0,1,1,1,4,"IL 100"
"100","3D6",44.528900352002,1.68421420373146,3,0,1,0,0,0,1,1,1,4,"IL 100"
"100","3D6",44.528900352002,1.68421420373146,3,0,1,0,0,0,1,1,1,4,"IL 100"
"100","3D7",44.3645950276441,1.52698786086613,3,0,0,1,1,0,0,1,1,4,"IL 100"
"100","3D7",44.3645950276441,1.52698786086613,3,0,0,1,1,0,0,1,1,4,"IL 100"
"100","3D7",44.3645950276441,1.52698786086613,3,0,0,1,1,0,0,1,1,4,"IL 100"
"100","3D8",46.3835744039046,2.02395541312654,3,0,0,0,1,1,1,0,1,4,"IL 100"
"100","3D8",46.3835744039046,2.02395541312654,3,0,0,0,1,1,1,0,1,4,"IL 100"
"100","3D8",46.3835744039046,2.02395541312654,3,0,0,0,1,1,1,0,1,4,"IL 100"
"100","3D9",45.1721297711257,1.27502844987211,3,1,1,1,1,0,0,1,0,5,"IL 100"
"100","3D9",45.1721297711257,1.27502844987211,3,1,1,1,1,0,0,1,0,5,"IL 100"
"100","3D9",45.1721297711257,1.27502844987211,3,1,1,1,1,0,0,1,0,5,"IL 100"
"100","3E10",44.2496322400989,1.15238244666164,4,1,1,1,0,0,0,1,1,5,"IL 100"
"100","3E10",44.2496322400989,1.15238244666164,4,1,1,1,0,0,0,1,1,5,"IL 100"
"100","3E10",44.2496322400989,1.15238244666164,4,1,1,1,0,0,0,1,1,5,"IL 100"
"100","3E10",44.2496322400989,1.15238244666164,4,1,1,1,0,0,0,1,1,5,"IL 100"
"100","3E11",45.5028482504121,1.00802580815354,3,1,1,0,1,0,0,1,1,5,"IL 100"
"100","3E11",45.5028482504121,1.00802580815354,3,1,1,0,1,0,0,1,1,5,"IL 100"
"100","3E11",45.5028482504121,1.00802580815354,3,1,1,0,1,0,0,1,1,5,"IL 100"
"100","3E2",44.244131613254,0.405790042017114,4,1,0,0,0,1,1,1,0,4,"IL 100"
"100","3E2",44.244131613254,0.405790042017114,4,1,0,0,0,1,1,1,0,4,"IL 100"
"100","3E2",44.244131613254,0.405790042017114,4,1,0,0,0,1,1,1,0,4,"IL 100"
